"Wednesday, September 07",Massachusetts,Emerson,Clinton 50 Trump 33,Clinton +17
"Wednesday, September 07",Rhode Island,Emerson,Clinton 44 Trump 41,Clinton +3
"Wednesday, September 07",Connecticut,Emerson,Clinton 50 Trump 35,Clinton +15
"Wednesday, September 07",New Jersey,Emerson,Clinton 47 Trump 43,Clinton +4
"Wednesday, September 07",Arizona,Arizona Republic,Clinton 35 Trump 34,Clinton +1
"Thursday, September 08",General Election,Rasmussen Reports,Clinton 43 Trump 39,Clinton +4
"Thursday, September 08",Florida,Quinnipiac,Clinton 43 Trump 43,Tie
"Thursday, September 08",Florida,Quinnipiac,Clinton 47 Trump 47,Tie
"Thursday, September 08",Ohio,Quinnipiac,Clinton 37 Trump 41,Trump +4
"Thursday, September 08",Ohio,Quinnipiac,Clinton 45 Trump 46,Trump +1
"Thursday, September 08",Pennsylvania,Quinnipiac,Clinton 44 Trump 39,Clinton +5
"Thursday, September 08",Pennsylvania,Quinnipiac,Clinton 48 Trump 43,Clinton +5
"Thursday, September 08",North Carolina,Quinnipiac,Clinton 42 Trump 38,Clinton +4
"Thursday, September 08",North Carolina,Suffolk,Clinton 41 Trump 44,Trump +3
"Thursday, September 08",North Carolina,Quinnipiac,Clinton 47 Trump 43,Clinton +4
"Thursday, September 08",Colorado,Magellan (R),Clinton 41 Trump 36,Clinton +5
"Thursday, September 08",Oregon,DHM Research,Clinton 38 Trump 25,Clinton +13
"Friday, September 09",Indiana,WTHR/Howey Politics,Clinton 36 Trump 43,Trump +7
"Sunday, September 11",General Election,ABC News/Wash Post,Clinton 46 Trump 41,Clinton +5
"Sunday, September 11",General Election,ABC News/Wash Post,Clinton 51 Trump 43,Clinton +8
"Sunday, September 11",General Election,Gravis,Clinton 43 Trump 40,Clinton +3
"Sunday, September 11",Nevada,NBC/WSJ/Marist,Clinton 41 Trump 42,Trump +1
"Sunday, September 11",Nevada,NBC/WSJ/Marist,Clinton 45 Trump 44,Clinton +1
"Sunday, September 11",Arizona,NBC/WSJ/Marist,Clinton 38 Trump 40,Trump +2
"Sunday, September 11",Arizona,NBC/WSJ/Marist,Clinton 41 Trump 42,Trump +1
"Sunday, September 11",New Hampshire,NBC/WSJ/Marist,Clinton 39 Trump 37,Clinton +2
"Sunday, September 11",New Hampshire,NBC/WSJ/Marist,Clinton 42 Trump 41,Clinton +1
"Sunday, September 11",Georgia,NBC/WSJ/Marist,Clinton 42 Trump 44,Trump +2
"Sunday, September 11",Georgia,NBC/WSJ/Marist,Clinton 43 Trump 46,Trump +3
"Sunday, September 11",Florida,CBS News/YouGov,Clinton 44 Trump 42,Clinton +2
"Sunday, September 11",Ohio,CBS News/YouGov,Clinton 46 Trump 39,Clinton +7
"Monday, September 12",Florida,JMC Analytics,Clinton 42 Trump 46,Trump +4
"Monday, September 12",Michigan,FOX 2 Detroit/Mitchell,Clinton 45 Trump 39,Clinton +6
"Monday, September 12",Michigan,FOX 2 Detroit/Mitchell,Clinton 47 Trump 42,Clinton +5
"Monday, September 12",Utah,UtahPolicy/Dan Jones,Clinton 24 Trump 39,Trump +15
"Monday, September 12",General Election,LA Times/USC Tracking,Clinton 44 Trump 44,Tie
"Tuesday, September 13",General Election,NBC News/SM,Clinton 42 Trump 40,Clinton +2
"Tuesday, September 13",General Election,NBC News/SM,Clinton 48 Trump 44,Clinton +4
"Tuesday, September 13",Virginia,PPP (D),Clinton 45 Trump 39,Clinton +6
"Tuesday, September 13",Virginia,PPP (D),Clinton 50 Trump 42,Clinton +8
"Tuesday, September 13",Texas,Emerson,Clinton 36 Trump 42,Trump +6
"Tuesday, September 13",California,KABC/SurveyUSA,Clinton 57 Trump 32,Clinton +25
"Wednesday, September 14",General Election,Quinnipiac,Clinton 41 Trump 39,Clinton +2
"Wednesday, September 14",General Election,Quinnipiac,Clinton 48 Trump 43,Clinton +5
"Wednesday, September 14",General Election,Reuters/Ipsos,Clinton 39 Trump 39,Tie
"Wednesday, September 14",General Election,Reuters/Ipsos,Clinton 40 Trump 39,Clinton +1
"Wednesday, September 14",General Election,Economist/YouGov,Clinton 42 Trump 40,Clinton +2
"Wednesday, September 14",General Election,Economist/YouGov,Clinton 46 Trump 44,Clinton +2
"Wednesday, September 14",Florida,CNN/ORC,Clinton 44 Trump 47,Trump +3
"Wednesday, September 14",Florida,CNN/ORC,Clinton 46 Trump 50,Trump +4
"Wednesday, September 14",Ohio,CNN/ORC,Clinton 41 Trump 46,Trump +5
"Wednesday, September 14",Ohio,CNN/ORC,Clinton 46 Trump 50,Trump +4
"Wednesday, September 14",Ohio,Bloomberg,Clinton 39 Trump 44,Trump +5
"Wednesday, September 14",Ohio,Bloomberg,Clinton 43 Trump 48,Trump +5
"Wednesday, September 14",Nevada,Monmouth,Clinton 42 Trump 44,Trump +2
"Wednesday, September 14",Maine,Colby College/SurveyUSA,Clinton 42 Trump 39,Clinton +3
"Wednesday, September 14",Maine,Colby College/SurveyUSA,Clinton 37 Trump 47,Trump +10
"Wednesday, September 14",Maine,Colby College/SurveyUSA,Clinton 49 Trump 31,Clinton +18
"Wednesday, September 14",Massachusetts,WBUR/MassINC,Clinton 54 Trump 28,Clinton +26
"Wednesday, September 14",Kansas,KSN News/SurveyUSA,Clinton 36 Trump 48,Trump +12
"Wednesday, September 14",South Carolina,Trafalgar Group (R),Clinton 38 Trump 53,Trump +15
"Thursday, September 15",General Election,FOX News,Clinton 41 Trump 40,Clinton +1
"Thursday, September 15",General Election,FOX News,Clinton 45 Trump 46,Trump +1
"Thursday, September 15",General Election,CBS News/NY Times,Clinton 42 Trump 42,Tie
"Thursday, September 15",General Election,CBS News/NY Times,Clinton 46 Trump 44,Clinton +2
"Thursday, September 15",General Election,Rasmussen Reports,Clinton 40 Trump 42,Trump +2
"Thursday, September 15",Colorado,Emerson,Clinton 38 Trump 42,Trump +4
"Thursday, September 15",Iowa,Monmouth,Clinton 37 Trump 45,Trump +8
"Thursday, September 15",Michigan,Detroit Free Press,Clinton 38 Trump 35,Clinton +3
"Thursday, September 15",Ohio,Suffolk,Clinton 39 Trump 42,Trump +3
"Thursday, September 15",Missouri,Emerson,Clinton 34 Trump 47,Trump +13
"Thursday, September 15",Virginia,Univ. of Mary Washington,Clinton 40 Trump 37,Clinton +3
"Thursday, September 15",North Carolina,Civitas (R),Clinton 42 Trump 42,Tie
"Thursday, September 15",Georgia,FOX 5 Atlanta,Clinton 42 Trump 46,Trump +4
"Thursday, September 15",Georgia,Emerson,Clinton 39 Trump 45,Trump +6
"Thursday, September 15",Texas,Texas Lyceum,Clinton 32 Trump 39,Trump +7
"Thursday, September 15",Missouri,Emerson*,Clinton 34 Trump 47,Trump +13
"Thursday, September 15",Arkansas,Emerson,Clinton 29 Trump 57,Trump +28
"Saturday, September 17",Oklahoma,Sooner Poll,Clinton 36 Trump 51,Trump +15
"Sunday, September 18",Minnesota,Star Tribune,Clinton 44 Trump 38,Clinton +6
"Sunday, September 18",Pennsylvania,Morning Call,Clinton 40 Trump 32,Clinton +8
"Monday, September 19",Florida,NY Times/Siena,Clinton 41 Trump 40,Clinton +1
"Monday, September 19",Florida,NY Times/Siena,Clinton 43 Trump 43,Tie
"Monday, September 19",Georgia,Monmouth,Clinton 42 Trump 45,Trump +3
"Monday, September 19",Illinois,Loras,Clinton 43 Trump 30,Clinton +13
"Tuesday, September 20",General Election,NBC News/SM,Clinton 45 Trump 40,Clinton +5
"Tuesday, September 20",General Election,LA Times/USC Tracking,Clinton 42 Trump 47,Trump +5
"Tuesday, September 20",Florida,Monmouth,Clinton 46 Trump 41,Clinton +5
"Tuesday, September 20",Nevada,KTNV/Rasmussen ,Clinton 39 Trump 42,Trump +3
"Tuesday, September 20",North Carolina,Elon,Clinton 43 Trump 44,Trump +1
"Tuesday, September 20",Maine,MPRC (D),Clinton 37 Trump 37,Tie
"Tuesday, September 20",Maine,MPRC (D),Clinton 33 Trump 44,Trump +11
"Tuesday, September 20",Maine,MPRC (D),Clinton 41 Trump 30,Clinton +11
"Tuesday, September 20",California,Field,Clinton 50 Trump 33,Clinton +17
"Tuesday, September 20",New York,Siena,Clinton 51 Trump 30,Clinton +21
"Wednesday, September 21",General Election,NBC News/Wall St. Jrnl,Clinton 43 Trump 37,Clinton +6
"Wednesday, September 21",General Election,NBC News/Wall St. Jrnl,Clinton 48 Trump 41,Clinton +7
"Wednesday, September 21",General Election,Reuters/Ipsos,Clinton 37 Trump 39,Trump +2
"Wednesday, September 21",General Election,Reuters/Ipsos,Clinton 39 Trump 39,Tie
"Wednesday, September 21",General Election,Economist/YouGov,Clinton 40 Trump 38,Clinton +2
"Wednesday, September 21",General Election,Economist/YouGov,Clinton 45 Trump 44,Clinton +1
"Wednesday, September 21",Nevada,FOX News,Clinton 40 Trump 43,Trump +3
"Wednesday, September 21",Ohio,FOX News,Clinton 37 Trump 42,Trump +5
"Wednesday, September 21",Wisconsin,Marquette,Clinton 41 Trump 38,Clinton +3
"Wednesday, September 21",New Hampshire,Monmouth,Clinton 47 Trump 38,Clinton +9
"Wednesday, September 21",North Carolina,FOX News,Clinton 40 Trump 45,Trump +5
"Wednesday, September 21",North Carolina,PPP (D),Clinton 43 Trump 45,Trump +2
"Thursday, September 22",General Election,Rasmussen Reports,Clinton 39 Trump 44,Trump +5
"Thursday, September 22",General Election,Associated Press-GfK,Clinton 45 Trump 39,Clinton +6
"Thursday, September 22",General Election,Associated Press-GfK,Clinton 50 Trump 44,Clinton +6
"Thursday, September 22",Iowa,Quinnipiac,Clinton 37 Trump 44,Trump +7
"Thursday, September 22",Iowa,Quinnipiac,Clinton 44 Trump 50,Trump +6
"Thursday, September 22",Colorado,Quinnipiac,Clinton 44 Trump 42,Clinton +2
"Thursday, September 22",Colorado,Quinnipiac,Clinton 47 Trump 47,Tie
"Thursday, September 22",Colorado,Rocky Mountain PBS,Clinton 41 Trump 34,Clinton +7
"Thursday, September 22",Colorado,Rocky Mountain PBS,Clinton 44 Trump 35,Clinton +9
"Thursday, September 22",Virginia,Quinnipiac,Clinton 45 Trump 39,Clinton +6
"Thursday, September 22",Virginia,Quinnipiac,Clinton 50 Trump 43,Clinton +7
"Thursday, September 22",Virginia,Roanoke College,Clinton 44 Trump 37,Clinton +7
"Thursday, September 22",Georgia,Quinnipiac,Clinton 40 Trump 47,Trump +7
"Thursday, September 22",Georgia,Quinnipiac,Clinton 44 Trump 50,Trump +6
"Thursday, September 22",Florida,Suffolk,Clinton 44 Trump 45,Trump +1
"Thursday, September 22",North Carolina,NY Times/Siena,Clinton 41 Trump 41,Tie
"Thursday, September 22",Wisconsin,Emerson,Clinton 45 Trump 38,Clinton +7
"Thursday, September 22",Illinois,Emerson,Clinton 45 Trump 39,Clinton +6
"Thursday, September 22",Louisiana,SMOR,Clinton 33 Trump 49,Trump +16
"Thursday, September 22",Maryland,Goucher College,Clinton 58 Trump 25,Clinton +33
"Thursday, September 22",California,PPIC,Clinton 47 Trump 31,Clinton +16
"Friday, September 23",General Election,McClatchy/Marist,Clinton 45 Trump 39,Clinton +6
"Friday, September 23",General Election,McClatchy/Marist,Clinton 48 Trump 41,Clinton +7
"Friday, September 23",General Election,Gravis,Clinton 44 Trump 40,Clinton +4
"Friday, September 23",Georgia,JMC Analytics,Clinton 38 Trump 44,Trump +6
"Friday, September 23",Arkansas,Talk Business/Hendrix College,Clinton 34 Trump 55,Trump +21
"Saturday, September 24",Georgia,WSB-TV/Landmark,Clinton 43 Trump 47,Trump +4
"Sunday, September 25",General Election,ABC News/Wash Post,Clinton 46 Trump 44,Clinton +2
"Sunday, September 25",General Election,ABC News/Wash Post,Clinton 49 Trump 47,Clinton +2
"Sunday, September 25",General Election,Economist/YouGov,Clinton 44 Trump 41,Clinton +3
"Sunday, September 25",General Election,Economist/YouGov,Clinton 48 Trump 44,Clinton +4
"Sunday, September 25",Pennsylvania,Morning Call,Clinton 40 Trump 38,Clinton +2
"Sunday, September 25",Pennsylvania,Morning Call,Clinton 44 Trump 41,Clinton +3
"Sunday, September 25",Colorado,CBS News/YouGov,Clinton 40 Trump 39,Clinton +1
"Sunday, September 25",Colorado,Gravis,Clinton 37 Trump 41,Trump +4
"Sunday, September 25",Ohio,Gravis,Clinton 42 Trump 43,Trump +1
"Sunday, September 25",Virginia,CBS News/YouGov,Clinton 45 Trump 37,Clinton +8
"Sunday, September 25",Maine,Press Herald/UNH,Clinton 40 Trump 37,Clinton +3
"Sunday, September 25",Maine,Press Herald/UNH,Clinton 34 Trump 48,Trump +14
"Sunday, September 25",Maine,Press Herald/UNH,Clinton 50 Trump 28,Clinton +22
"Sunday, September 25",Missouri,CBS News/YouGov,Clinton 37 Trump 46,Trump +9
"Sunday, September 25",Utah,Salt Lake Tribune*,Clinton 25 Trump 34,Trump +9
"Monday, September 26",General Election,Bloomberg,Clinton 41 Trump 43,Trump +2
"Monday, September 26",General Election,Bloomberg,Clinton 46 Trump 46,Tie
"Monday, September 26",General Election,Quinnipiac,Clinton 44 Trump 43,Clinton +1
"Monday, September 26",General Election,Quinnipiac,Clinton 47 Trump 46,Clinton +1
"Monday, September 26",General Election,Monmouth,Clinton 46 Trump 42,Clinton +4
"Monday, September 26",General Election,Monmouth,Clinton 49 Trump 46,Clinton +3
"Monday, September 26",General Election,NBC News/SM,Clinton 45 Trump 40,Clinton +5
"Monday, September 26",General Election,NBC News/SM,Clinton 51 Trump 44,Clinton +7
"Monday, September 26",Colorado,CNN/ORC,Clinton 41 Trump 42,Trump +1
"Monday, September 26",Colorado,CNN/ORC,Clinton 49 Trump 47,Clinton +2
"Monday, September 26",Pennsylvania,CNN/ORC,Clinton 45 Trump 44,Clinton +1
"Monday, September 26",Pennsylvania,CNN/ORC,Clinton 50 Trump 47,Clinton +3
"Monday, September 26",Pennsylvania,Harper (R),Clinton 45 Trump 43,Clinton +2
"Monday, September 26",Pennsylvania,Gravis,Clinton 46 Trump 43,Clinton +3
"Monday, September 26",Pennsylvania,Mercyhurst,Clinton 42 Trump 41,Clinton +1
"Monday, September 26",Florida,FL Chamber*,Clinton 45 Trump 42,Clinton +3
"Monday, September 26",Michigan,MIRS-GSCI/Target Insyght,Clinton 46 Trump 41,Clinton +5
"Monday, September 26",Minnesota,KSTP/SurveyUSA,Clinton 46 Trump 39,Clinton +7
"Monday, September 26",Minnesota,KSTP/SurveyUSA,Clinton 49 Trump 43,Clinton +6
"Monday, September 26",Iowa,Loras,Clinton 38 Trump 38,Tie
"Monday, September 26",Iowa,Loras,Clinton 42 Trump 42,Tie
"Monday, September 26",Virginia,Christopher Newport Univ.,Clinton 39 Trump 33,Clinton +6
"Monday, September 26",Virginia,Christopher Newport Univ.,Clinton 48 Trump 38,Clinton +10
"Monday, September 26",North Carolina,High Point,Clinton 43 Trump 42,Clinton +1
"Monday, September 26",North Carolina,Gravis,Clinton 44 Trump 43,Clinton +1
"Monday, September 26",Louisiana,JMC Analytics,Clinton 35 Trump 45,Trump +10
"Monday, September 26",Massachusetts,UMass Amherst/WBZ,Clinton 46 Trump 33,Clinton +13
"Monday, September 26",New Jersey,Rutgers-Eagleton,Clinton 50 Trump 29,Clinton +21
"Monday, September 26",New Jersey,Rutgers-Eagleton,Clinton 59 Trump 35,Clinton +24
"Monday, September 26",New York,NBC 4 NY/WSJ/Marist,Clinton 52 Trump 31,Clinton +21
"Tuesday, September 27",General Election,LA Times/USC Tracking,Clinton 43 Trump 46,Trump +3
"Wednesday, September 28",General Election,PPP (D),Clinton 44 Trump 40,Clinton +4
"Wednesday, September 28",General Election,PPP (D),Clinton 49 Trump 45,Clinton +4
"Wednesday, September 28",General Election,Reuters/Ipsos,Clinton 42 Trump 38,Clinton +4
"Wednesday, September 28",General Election,Reuters/Ipsos,Clinton 44 Trump 38,Clinton +6
"Wednesday, September 28",Michigan,FOX 2 Detroit/Mitchell,Clinton 46 Trump 41,Clinton +5
"Wednesday, September 28",Washington,Emerson,Clinton 44 Trump 38,Clinton +6
"Wednesday, September 28",Nebraska,Emerson,Clinton 29 Trump 56,Trump +27
"Wednesday, September 28",Nebraska,Emerson,Clinton 40 Trump 49,Trump +9
"Thursday, September 29",General Election,Rasmussen Reports,Clinton 42 Trump 41,Clinton +1
"Thursday, September 29",California,KABC/SurveyUSA,Clinton 59 Trump 33,Clinton +26
"Thursday, September 29",Missouri,Remington Research (R)*,Clinton 39 Trump 49,Trump +10
"Thursday, September 29",South Carolina,Winthrop,Clinton 38 Trump 42,Trump +4
"Friday, September 30",General Election,FOX News,Clinton 43 Trump 40,Clinton +3
"Friday, September 30",General Election,FOX News,Clinton 49 Trump 44,Clinton +5
"Friday, September 30",General Election,Rasmussen Reports,Clinton 43 Trump 42,Clinton +1
"Friday, September 30",General Election,Gravis,Clinton 47 Trump 43,Clinton +4
"Friday, September 30",General Election,Gravis,Clinton 50 Trump 50,Tie
"Friday, September 30",Florida,Mason-Dixon,Clinton 46 Trump 42,Clinton +4
"Friday, September 30",Florida,FOX 13/Opinion Savvy,Clinton 47 Trump 46,Clinton +1
"Friday, September 30",Nevada,Suffolk,Clinton 44 Trump 38,Clinton +6
"Friday, September 30",Michigan,Detroit News,Clinton 42 Trump 35,Clinton +7
"Friday, September 30",New Hampshire,WBUR/MassINC,Clinton 42 Trump 35,Clinton +7
"Saturday, October 01",Nevada,Las Vegas Review-Journal,Clinton 45 Trump 44,Clinton +1
"Saturday, October 01",New Jersey,Richard Stockton College,Clinton 46 Trump 40,Clinton +6
"Saturday, October 01",General Election,LA Times/USC Tracking,Clinton 42 Trump 47,Trump +5
"Sunday, October 02",New Mexico,Albuquerque Journal,Clinton 35 Trump 31,Clinton +4
"Sunday, October 02",General Election,LA Times/USC Tracking,Clinton 42 Trump 47,Trump +5
